Entity,Code,Day,New cases (per 1M)
Canada,CAN,2020-12-14,169.20773
Canada,CAN,2020-12-15,167.71002
Canada,CAN,2020-12-16,168.56375
Canada,CAN,2020-12-17,169.92899
Canada,CAN,2020-12-18,170.37425
Canada,CAN,2020-12-19,171.36414
Canada,CAN,2020-12-20,171.12862
Canada,CAN,2020-12-21,171.8094
Canada,CAN,2020-12-22,172.22522
Canada,CAN,2020-12-23,170.93727
Canada,CAN,2020-12-24,170.3632
Canada,CAN,2020-12-25,171.94188
Canada,CAN,2020-12-26,171.16174
Canada,CAN,2020-12-27,161.53888
Canada,CAN,2020-12-28,166.07985
Canada,CAN,2020-12-29,163.17274
Canada,CAN,2020-12-30,160.99794
Canada,CAN,2020-12-31,161.8995
Canada,CAN,2021-01-01,164.22519
Canada,CAN,2021-01-02,170.29697
Canada,CAN,2021-01-03,182.88213
Canada,CAN,2021-01-04,180.33565
Canada,CAN,2021-01-05,184.87662
Canada,CAN,2021-01-06,192.68161
Canada,CAN,2021-01-07,196.38356
Canada,CAN,2021-01-08,199.67705
Canada,CAN,2021-01-09,199.28697
Canada,CAN,2021-01-10,203.90154
Canada,CAN,2021-01-11,208.42041
Canada,CAN,2021-01-12,212.7737
Canada,CAN,2021-01-13,208.86568
Canada,CAN,2021-01-14,204.59703
Canada,CAN,2021-01-15,199.03307
Canada,CAN,2021-01-16,196.18117
Canada,CAN,2021-01-17,188.97966
Canada,CAN,2021-01-18,183.08452
Canada,CAN,2021-01-19,178.52148
Canada,CAN,2021-01-20,172.54536
Canada,CAN,2021-01-21,166.62814
Canada,CAN,2021-01-22,162.52141
Canada,CAN,2021-01-23,156.59682
Canada,CAN,2021-01-24,153.46158
Canada,CAN,2021-01-25,148.2656
Canada,CAN,2021-01-26,141.80006
Canada,CAN,2021-01-27,139.61055
Canada,CAN,2021-01-28,137.15239
Canada,CAN,2021-01-29,131.4854
Canada,CAN,2021-01-30,127.51849
Canada,CAN,2021-01-31,122.8561
Canada,CAN,2021-02-01,119.22039
Canada,CAN,2021-02-02,115.812836
Canada,CAN,2021-02-03,112.52303
Canada,CAN,2021-02-04,108.16975
Canada,CAN,2021-02-05,104.60027
Canada,CAN,2021-02-06,101.67846
Canada,CAN,2021-02-07,99.22031
Canada,CAN,2021-02-08,95.78331
Canada,CAN,2021-02-09,93.100685
Canada,CAN,2021-02-10,90.27087
Canada,CAN,2021-02-11,89.7152
Canada,CAN,2021-02-12,89.53489
Canada,CAN,2021-02-13,86.215645
Canada,CAN,2021-02-14,82.98104
Canada,CAN,2021-02-15,82.134674
Canada,CAN,2021-02-16,79.1687
Canada,CAN,2021-02-17,77.53116
Canada,CAN,2021-02-18,76.464
Canada,CAN,2021-02-19,74.32967
Canada,CAN,2021-02-20,74.81909
Canada,CAN,2021-02-21,74.62774
Canada,CAN,2021-02-22,73.597374
Canada,CAN,2021-02-23,73.46122
Canada,CAN,2021-02-24,74.771255
Canada,CAN,2021-02-25,76.25424
Canada,CAN,2021-02-26,77.32509
Canada,CAN,2021-02-27,76.66271
Canada,CAN,2021-02-28,77.13373
Canada,CAN,2021-03-01,77.4134
Canada,CAN,2021-03-02,77.51276
Canada,CAN,2021-03-03,76.47504
Canada,CAN,2021-03-04,75.24964
Canada,CAN,2021-03-05,74.94053
Canada,CAN,2021-03-06,73.82921
Canada,CAN,2021-03-07,74.35911
Canada,CAN,2021-03-08,72.817245
Canada,CAN,2021-03-09,73.453865
Canada,CAN,2021-03-10,75.07668
Canada,CAN,2021-03-11,76.412476
Canada,CAN,2021-03-12,77.924904
Canada,CAN,2021-03-13,78.62408
Canada,CAN,2021-03-14,78.97735
Canada,CAN,2021-03-15,81.4171
Canada,CAN,2021-03-16,82.96265
Canada,CAN,2021-03-17,82.25979
Canada,CAN,2021-03-18,82.25611
Canada,CAN,2021-03-19,82.848564
Canada,CAN,2021-03-20,84.971855
Canada,CAN,2021-03-21,87.75015
Canada,CAN,2021-03-22,89.48337
Canada,CAN,2021-03-23,91.03259
Canada,CAN,2021-03-24,94.451195
Canada,CAN,2021-03-25,97.34725
Canada,CAN,2021-03-26,99.76492
Canada,CAN,2021-03-27,105.656395
Canada,CAN,2021-03-28,108.89836
Canada,CAN,2021-03-29,113.880905
Canada,CAN,2021-03-30,118.51754
Canada,CAN,2021-03-31,121.457756
Canada,CAN,2021-04-01,126.13854
Canada,CAN,2021-04-02,131.55531
Canada,CAN,2021-04-03,133.78163
Canada,CAN,2021-04-04,140.50107
Canada,CAN,2021-04-05,145.86632
Canada,CAN,2021-04-06,150.73111
Canada,CAN,2021-04-07,156.96112
Canada,CAN,2021-04-08,163.00348
Canada,CAN,2021-04-09,169.0127
Canada,CAN,2021-04-10,177.07161
Canada,CAN,2021-04-11,185.61627
Canada,CAN,2021-04-12,191.94565
Canada,CAN,2021-04-13,200.07079
Canada,CAN,2021-04-14,208.43146
Canada,CAN,2021-04-15,212.19228
Canada,CAN,2021-04-16,217.53545
Canada,CAN,2021-04-17,223.33124
Canada,CAN,2021-04-18,223.69186
Canada,CAN,2021-04-19,224.88783
Canada,CAN,2021-04-20,224.40208
Canada,CAN,2021-04-21,223.56308
Canada,CAN,2021-04-22,222.58055
Canada,CAN,2021-04-23,221.92186
Canada,CAN,2021-04-24,217.5465
Canada,CAN,2021-04-25,215.32753
Canada,CAN,2021-04-26,213.25945
Canada,CAN,2021-04-27,210.70193
Canada,CAN,2021-04-28,206.62463
Canada,CAN,2021-04-29,205.86658
Canada,CAN,2021-04-30,203.40108
Canada,CAN,2021-05-01,203.26123
Canada,CAN,2021-05-02,201.79665
Canada,CAN,2021-05-03,202.33023
Canada,CAN,2021-05-04,202.32655
Canada,CAN,2021-05-05,203.65866
Canada,CAN,2021-05-06,202.25664
Canada,CAN,2021-05-07,200.93556
Canada,CAN,2021-05-08,199.67705
Canada,CAN,2021-05-09,197.7856
Canada,CAN,2021-05-10,193.91437
Canada,CAN,2021-05-11,191.96036
Canada,CAN,2021-05-12,187.44516
Canada,CAN,2021-05-13,182.63925
Canada,CAN,2021-05-14,178.30437
Canada,CAN,2021-05-15,173.21878
Canada,CAN,2021-05-16,166.49934
Canada,CAN,2021-05-17,160.28773
Canada,CAN,2021-05-18,153.2923
Canada,CAN,2021-05-19,146.85252
Canada,CAN,2021-05-20,141.89206
Canada,CAN,2021-05-21,134.66112
Canada,CAN,2021-05-22,128.89476
Canada,CAN,2021-05-23,124.0447
Canada,CAN,2021-05-24,117.75212
Canada,CAN,2021-05-25,111.6509
Canada,CAN,2021-05-26,106.36293
Canada,CAN,2021-05-27,100.72537
Canada,CAN,2021-05-28,94.635185
Canada,CAN,2021-05-29,86.9553
Canada,CAN,2021-05-30,81.51646
Canada,CAN,2021-05-31,76.79887
Canada,CAN,2021-06-01,72.14383
Canada,CAN,2021-06-02,68.3094
Canada,CAN,2021-06-03,65.13
Canada,CAN,2021-06-04,63.17967
Canada,CAN,2021-06-05,60.250492
Canada,CAN,2021-06-06,56.04072
Canada,CAN,2021-06-07,52.982754
Canada,CAN,2021-06-08,49.479515
Canada,CAN,2021-06-09,46.252274
Canada,CAN,2021-06-10,44.89072
Canada,CAN,2021-06-11,42.465687
Canada,CAN,2021-06-12,39.92658
Canada,CAN,2021-06-13,37.58986
Canada,CAN,2021-06-14,35.742565
Canada,CAN,2021-06-15,34.682766
Canada,CAN,2021-06-16,33.64136
Canada,CAN,2021-06-17,31.944942
Canada,CAN,2021-06-18,30.638588
Canada,CAN,2021-06-19,29.269676
Canada,CAN,2021-06-20,27.749891
Canada,CAN,2021-06-21,26.182266
Canada,CAN,2021-06-22,24.596243
Canada,CAN,2021-06-23,23.164774
Canada,CAN,2021-06-24,22.480318
Canada,CAN,2021-06-25,21.291721
Canada,CAN,2021-06-26,19.823454
Canada,CAN,2021-06-27,18.557579
Canada,CAN,2021-06-28,17.486736
Canada,CAN,2021-06-29,16.393816
Canada,CAN,2021-06-30,16.761803
Canada,CAN,2021-07-01,16.691885
Canada,CAN,2021-07-02,16.040548
Canada,CAN,2021-07-03,15.657842
Canada,CAN,2021-07-04,14.774673
Canada,CAN,2021-07-05,13.847346
Canada,CAN,2021-07-06,13.917264
Canada,CAN,2021-07-07,12.883221
Canada,CAN,2021-07-08,12.279722
Canada,CAN,2021-07-09,12.301802
Canada,CAN,2021-07-10,12.165647
Canada,CAN,2021-07-11,13.424162
Canada,CAN,2021-07-12,13.332165
Canada,CAN,2021-07-13,13.151852
Canada,CAN,2021-07-14,12.758105
Canada,CAN,2021-07-15,12.382759
Canada,CAN,2021-07-16,11.746141
Canada,CAN,2021-07-17,11.2236
Canada,CAN,2021-07-18,9.851009
Canada,CAN,2021-07-19,9.810531
Canada,CAN,2021-07-20,9.895167
Canada,CAN,2021-07-21,9.869409
Canada,CAN,2021-07-22,9.880448
Canada,CAN,2021-07-23,9.950365
Canada,CAN,2021-07-24,10.483947
Canada,CAN,2021-07-25,11.297197
Canada,CAN,2021-07-26,11.801339
Canada,CAN,2021-07-27,12.452676
Canada,CAN,2021-07-28,13.081934
Canada,CAN,2021-07-29,13.961423
Canada,CAN,2021-07-30,15.304575
Canada,CAN,2021-07-31,16.496853
Canada,CAN,2021-08-01,17.560335
Canada,CAN,2021-08-02,18.487661
Canada,CAN,2021-08-03,20.000088
Canada,CAN,2021-08-04,20.975252
Canada,CAN,2021-08-05,21.560352
Canada,CAN,2021-08-06,22.270567
Canada,CAN,2021-08-07,24.305534
Canada,CAN,2021-08-08,26.561293
Canada,CAN,2021-08-09,28.761856
Canada,CAN,2021-08-10,31.42608
Canada,CAN,2021-08-11,33.295452
Canada,CAN,2021-08-12,35.536495
Canada,CAN,2021-08-13,38.859417
Canada,CAN,2021-08-14,41.413246
Canada,CAN,2021-08-15,44.710407
Canada,CAN,2021-08-16,47.99285
Canada,CAN,2021-08-17,48.26884
Canada,CAN,2021-08-18,51.10234
Canada,CAN,2021-08-19,52.6994
Canada,CAN,2021-08-20,54.74909
Canada,CAN,2021-08-21,56.923893
Canada,CAN,2021-08-22,58.9331
Canada,CAN,2021-08-23,61.210938
Canada,CAN,2021-08-24,64.73625
Canada,CAN,2021-08-25,65.02696
Canada,CAN,2021-08-26,67.06193
Canada,CAN,2021-08-27,70.40325
Canada,CAN,2021-08-28,72.72893
Canada,CAN,2021-08-29,75.6949
Canada,CAN,2021-08-30,79.521965
Canada,CAN,2021-08-31,80.71424
Canada,CAN,2021-09-01,83.20551
Canada,CAN,2021-09-02,85.32512
Canada,CAN,2021-09-03,87.20921
Canada,CAN,2021-09-04,89.72624
Canada,CAN,2021-09-05,91.17243
Canada,CAN,2021-09-06,91.558815
Canada,CAN,2021-09-07,95.11725
Canada,CAN,2021-09-08,95.93786
Canada,CAN,2021-09-09,97.44661
Canada,CAN,2021-09-10,96.72167
Canada,CAN,2021-09-11,97.20006
Canada,CAN,2021-09-12,98.91856
Canada,CAN,2021-09-13,102.00229
Canada,CAN,2021-09-14,102.33715
Canada,CAN,2021-09-15,105.79255
Canada,CAN,2021-09-16,108.46046
Canada,CAN,2021-09-17,110.82293
Canada,CAN,2021-09-18,112.70335
Canada,CAN,2021-09-19,114.41816
Canada,CAN,2021-09-20,113.222206
Canada,CAN,2021-09-21,113.62699
Canada,CAN,2021-09-22,113.4798
Canada,CAN,2021-09-23,112.64815
Canada,CAN,2021-09-24,111.062126
Canada,CAN,2021-09-25,110.80085
Canada,CAN,2021-09-26,109.001396
Canada,CAN,2021-09-27,110.53222
Canada,CAN,2021-09-28,110.524864
Canada,CAN,2021-09-29,112.07777
Canada,CAN,2021-09-30,110.86341
Canada,CAN,2021-10-01,112.43103
Canada,CAN,2021-10-02,112.32064
Canada,CAN,2021-10-03,111.62882
Canada,CAN,2021-10-04,109.69689
Canada,CAN,2021-10-05,107.124664
Canada,CAN,2021-10-06,103.9011
Canada,CAN,2021-10-07,101.42087
Canada,CAN,2021-10-08,99.35278
Canada,CAN,2021-10-09,97.55701
Canada,CAN,2021-10-10,96.49352
Canada,CAN,2021-10-11,93.82194
Canada,CAN,2021-10-12,93.43923
Canada,CAN,2021-10-13,90.694046
Canada,CAN,2021-10-14,88.88723
Canada,CAN,2021-10-15,84.9277
Canada,CAN,2021-10-16,81.59005
Canada,CAN,2021-10-17,79.05094
Canada,CAN,2021-10-18,77.74827
Canada,CAN,2021-10-19,75.407875
Canada,CAN,2021-10-20,73.99113
Canada,CAN,2021-10-21,73.74825
Canada,CAN,2021-10-22,73.755615
Canada,CAN,2021-10-23,72.655334
Canada,CAN,2021-10-24,70.16774
Canada,CAN,2021-10-25,67.23856
Canada,CAN,2021-10-26,64.979126
Canada,CAN,2021-10-27,63.4483
Canada,CAN,2021-10-28,61.667244
Canada,CAN,2021-10-29,61.129982
Canada,CAN,2021-10-30,60.29097
Canada,CAN,2021-10-31,59.665394
Canada,CAN,2021-11-01,59.01774
Canada,CAN,2021-11-02,58.193447
Canada,CAN,2021-11-03,58.491516
Canada,CAN,2021-11-04,58.785904
Canada,CAN,2021-11-05,57.78498
Canada,CAN,2021-11-06,57.457474
Canada,CAN,2021-11-07,57.24036
Canada,CAN,2021-11-08,58.63503
Canada,CAN,2021-11-09,60.05546
Canada,CAN,2021-11-10,60.795113
Canada,CAN,2021-11-11,62.760162
Canada,CAN,2021-11-12,64.14748
Canada,CAN,2021-11-13,64.65897
Canada,CAN,2021-11-14,65.00856
Canada,CAN,2021-11-15,64.581696
Canada,CAN,2021-11-16,64.095955
Canada,CAN,2021-11-17,64.21739
Canada,CAN,2021-11-18,62.480495
Canada,CAN,2021-11-19,61.821796
Canada,CAN,2021-11-20,61.96163
Canada,CAN,2021-11-21,62.87056
Canada,CAN,2021-11-22,63.816288
Canada,CAN,2021-11-23,64.37195
Canada,CAN,2021-11-24,64.86505
Canada,CAN,2021-11-25,66.04261
Canada,CAN,2021-11-26,66.7197
Canada,CAN,2021-11-27,67.17601
Canada,CAN,2021-11-28,72.62957
Canada,CAN,2021-11-29,73.089554
Canada,CAN,2021-11-30,73.670975
Canada,CAN,2021-12-01,73.77033
Canada,CAN,2021-12-02,74.200874
Canada,CAN,2021-12-03,76.188
Canada,CAN,2021-12-04,77.45388
Canada,CAN,2021-12-05,74.28919
Canada,CAN,2021-12-06,76.45296
Canada,CAN,2021-12-07,79.33061
Canada,CAN,2021-12-08,81.33246
Canada,CAN,2021-12-09,83.59558
Canada,CAN,2021-12-10,85.00865
Canada,CAN,2021-12-11,88.82099
Canada,CAN,2021-12-12,93.45395
Canada,CAN,2021-12-13,98.315056
Canada,CAN,2021-12-14,101.64534
Canada,CAN,2021-12-15,106.32981
Canada,CAN,2021-12-16,111.55891
Canada,CAN,2021-12-17,120.188194
Canada,CAN,2021-12-18,130.73839
Canada,CAN,2021-12-19,146.99236
Canada,CAN,2021-12-20,163.45242
Canada,CAN,2021-12-21,186.63191
Canada,CAN,2021-12-22,210.63937
Canada,CAN,2021-12-23,237.4693
Canada,CAN,2021-12-24,271.05545
Canada,CAN,2021-12-25,320.98392
Canada,CAN,2021-12-26,345.9923
Canada,CAN,2021-12-27,375.43127
Canada,CAN,2021-12-28,391.6926
Canada,CAN,2021-12-29,533.2756
Canada,CAN,2021-12-30,589.84985
Canada,CAN,2021-12-31,652.84186
Canada,CAN,2022-01-01,723.8964
Canada,CAN,2022-01-02,833.80676
Canada,CAN,2022-01-03,939.4779
Canada,CAN,2022-01-04,1050.9963
Canada,CAN,2022-01-05,1010.2565
Canada,CAN,2022-01-06,1048.3616
Canada,CAN,2022-01-07,1075.2725
Canada,CAN,2022-01-08,1086.8088
Canada,CAN,2022-01-09,1081.267
Canada,CAN,2022-01-10,1062.6394
Canada,CAN,2022-01-11,1037.8334
Canada,CAN,2022-01-12,1023.4709
Canada,CAN,2022-01-13,992.3429
Canada,CAN,2022-01-14,966.73834
Canada,CAN,2022-01-15,923.3895
Canada,CAN,2022-01-16,876.7987
Canada,CAN,2022-01-17,832.05145
Canada,CAN,2022-01-18,795.0688
Canada,CAN,2022-01-19,756.17993
Canada,CAN,2022-01-20,727.5285
Canada,CAN,2022-01-21,690.07477
Canada,CAN,2022-01-22,662.81433
Canada,CAN,2022-01-23,631.5023
Canada,CAN,2022-01-24,603.5537
Canada,CAN,2022-01-25,572.1092
Canada,CAN,2022-01-26,536.2562
Canada,CAN,2022-01-27,510.50452
Canada,CAN,2022-01-28,496.49158
Canada,CAN,2022-01-29,476.42896
Canada,CAN,2022-01-30,456.3148
Canada,CAN,2022-01-31,435.04147
Canada,CAN,2022-02-01,411.37253
Canada,CAN,2022-02-02,399.8104
Canada,CAN,2022-02-03,388.44696
Canada,CAN,2022-02-04,375.96484
Canada,CAN,2022-02-05,360.20764
Canada,CAN,2022-02-06,347.05948
Canada,CAN,2022-02-07,332.2664
Canada,CAN,2022-02-08,320.30682
Canada,CAN,2022-02-09,309.84128
Canada,CAN,2022-02-10,301.65726
Canada,CAN,2022-02-11,287.09232
Canada,CAN,2022-02-12,273.90735
Canada,CAN,2022-02-13,259.4381
Canada,CAN,2022-02-14,258.35257
Canada,CAN,2022-02-15,249.15288
Canada,CAN,2022-02-16,241.51347
Canada,CAN,2022-02-17,231.13992
Canada,CAN,2022-02-18,219.64769
Canada,CAN,2022-02-19,208.42778
Canada,CAN,2022-02-20,196.77364
Canada,CAN,2022-02-21,183.30531
Canada,CAN,2022-02-22,172.23627
Canada,CAN,2022-02-23,168.29144
Canada,CAN,2022-02-24,166.5288
Canada,CAN,2022-02-25,160.48643
Canada,CAN,2022-02-26,158.07245
Canada,CAN,2022-02-27,157.0384
Canada,CAN,2022-02-28,152.17729
Canada,CAN,2022-03-01,152.14786
Canada,CAN,2022-03-02,156.46434
Canada,CAN,2022-03-03,150.45145
Canada,CAN,2022-03-04,152.41281
Canada,CAN,2022-03-05,148.98317
Canada,CAN,2022-03-06,149.08253
Canada,CAN,2022-03-07,146.18279
Canada,CAN,2022-03-08,143.59584
Canada,CAN,2022-03-09,142.68324
Canada,CAN,2022-03-10,150.0577
Canada,CAN,2022-03-11,146.84517
Canada,CAN,2022-03-12,145.70808
Canada,CAN,2022-03-13,143.50017
Canada,CAN,2022-03-14,142.55444
Canada,CAN,2022-03-15,145.9804
Canada,CAN,2022-03-16,139.66942
Canada,CAN,2022-03-17,141.51672
Canada,CAN,2022-03-18,140.8617
Canada,CAN,2022-03-19,140.6593
Canada,CAN,2022-03-20,137.40262
Canada,CAN,2022-03-21,143.98592
Canada,CAN,2022-03-22,145.42105
Canada,CAN,2022-03-23,142.4882
Canada,CAN,2022-03-24,154.0246
Canada,CAN,2022-03-25,151.63635
Canada,CAN,2022-03-26,152.72928
Canada,CAN,2022-03-27,155.18375
Canada,CAN,2022-03-28,158.72379
Canada,CAN,2022-03-29,164.7514
Canada,CAN,2022-03-30,167.97498
Canada,CAN,2022-03-31,191.10295
Canada,CAN,2022-04-01,197.25937
Canada,CAN,2022-04-02,201.67154
Canada,CAN,2022-04-03,207.53357
Canada,CAN,2022-04-04,214.99634
Canada,CAN,2022-04-05,222.2972
Canada,CAN,2022-04-06,225.86299
Canada,CAN,2022-04-07,242.30464
Canada,CAN,2022-04-08,245.61285
Canada,CAN,2022-04-09,249.95877
Canada,CAN,2022-04-10,252.64508
Canada,CAN,2022-04-11,259.3314
Canada,CAN,2022-04-12,261.66077
Canada,CAN,2022-04-13,287.0077
Canada,CAN,2022-04-14,261.90363
Canada,CAN,2022-04-15,261.27438
Canada,CAN,2022-04-16,260.21088
Canada,CAN,2022-04-17,246.35251
Canada,CAN,2022-04-18,245.00935
Canada,CAN,2022-04-19,218.84917
Canada,CAN,2022-04-20,244.81064
Canada,CAN,2022-04-21,236.829
Canada,CAN,2022-04-22,222.0801
Canada,CAN,2022-04-23,222.30457
Canada,CAN,2022-04-24,232.74066
Canada,CAN,2022-04-25,237.15283
Canada,CAN,2022-04-26,249.30376
Canada,CAN,2022-04-27,212.58235
Canada,CAN,2022-04-28,214.83075
Canada,CAN,2022-04-29,220.60814
Canada,CAN,2022-04-30,211.01472
Canada,CAN,2022-05-01,200.62277
Canada,CAN,2022-05-02,190.77913
Canada,CAN,2022-05-03,181.61993
Canada,CAN,2022-05-04,169.91058
Canada,CAN,2022-05-05,161.72656
Canada,CAN,2022-05-06,158.411
Canada,CAN,2022-05-07,153.86267
Canada,CAN,2022-05-08,151.12854
Canada,CAN,2022-05-09,144.80284
Canada,CAN,2022-05-10,142.72003
Canada,CAN,2022-05-11,140.203
Canada,CAN,2022-05-12,131.0291
Canada,CAN,2022-05-13,126.99596
Canada,CAN,2022-05-14,122.40348
Canada,CAN,2022-05-15,119.29399
Canada,CAN,2022-05-16,112.11456
Canada,CAN,2022-05-17,110.06488
Canada,CAN,2022-05-18,106.29669
Canada,CAN,2022-05-19,100.3721
Canada,CAN,2022-05-20,97.95443
Canada,CAN,2022-05-21,95.260765
Canada,CAN,2022-05-22,92.19911
Canada,CAN,2022-05-23,87.142975
Canada,CAN,2022-05-24,84.55603
Canada,CAN,2022-05-25,79.2607
Canada,CAN,2022-05-26,73.9212
Canada,CAN,2022-05-27,69.91015
Canada,CAN,2022-05-28,68.97914
Canada,CAN,2022-05-29,67.70959
Canada,CAN,2022-05-30,65.41335
Canada,CAN,2022-05-31,64.64058
Canada,CAN,2022-06-01,64.471306
Canada,CAN,2022-06-02,63.363663
Canada,CAN,2022-06-03,64.80249
Canada,CAN,2022-06-04,63.842045
Canada,CAN,2022-06-05,62.653446
Canada,CAN,2022-06-06,50.270687
Canada,CAN,2022-06-07,47.96709
Canada,CAN,2022-06-08,45.372784
Canada,CAN,2022-06-09,39.764664
Canada,CAN,2022-06-10,47.308395
Canada,CAN,2022-06-11,51.893513
Canada,CAN,2022-06-12,46.62394
Canada,CAN,2022-06-13,43.308376
Canada,CAN,2022-06-14,40.69567
Canada,CAN,2022-06-15,33.810635
Canada,CAN,2022-06-16,25.229181
Canada,CAN,2022-06-17,10.999128
Canada,CAN,2022-06-18,85.7851
Canada,CAN,2022-06-19,85.7851
Canada,CAN,2022-06-20,85.7851
Canada,CAN,2022-06-21,85.7851
Canada,CAN,2022-06-22,85.7851
Canada,CAN,2022-06-23,85.7851
Canada,CAN,2022-06-24,85.7851
Canada,CAN,2022-06-25,56.901814
Canada,CAN,2022-06-26,56.901814
Canada,CAN,2022-06-27,56.901814
Canada,CAN,2022-06-28,56.901814
Canada,CAN,2022-06-29,56.901814
Canada,CAN,2022-06-30,56.901814
Canada,CAN,2022-07-01,56.901814
Canada,CAN,2022-07-02,65.325035
Canada,CAN,2022-07-03,65.325035
Canada,CAN,2022-07-04,65.325035
Canada,CAN,2022-07-05,65.325035
Canada,CAN,2022-07-06,65.325035
Canada,CAN,2022-07-07,65.325035
Canada,CAN,2022-07-08,65.325035
Canada,CAN,2022-07-09,83.39319
Canada,CAN,2022-07-10,83.39319
Canada,CAN,2022-07-11,83.39319
Canada,CAN,2022-07-12,83.39319
Canada,CAN,2022-07-13,83.39319
Canada,CAN,2022-07-14,83.39319
Canada,CAN,2022-07-15,83.39319
Canada,CAN,2022-07-16,101.40614
Canada,CAN,2022-07-17,101.40614
Canada,CAN,2022-07-18,101.40614
Canada,CAN,2022-07-19,101.40614
Canada,CAN,2022-07-20,101.40614
Canada,CAN,2022-07-21,101.40614
Canada,CAN,2022-07-22,101.40614
Canada,CAN,2022-07-23,119.356544
Canada,CAN,2022-07-24,119.356544
Canada,CAN,2022-07-25,119.356544
Canada,CAN,2022-07-26,119.356544
Canada,CAN,2022-07-27,119.356544
Canada,CAN,2022-07-28,119.356544
Canada,CAN,2022-07-29,119.356544
Canada,CAN,2022-07-30,122.60955
Canada,CAN,2022-07-31,122.60955
Canada,CAN,2022-08-01,122.60955
Canada,CAN,2022-08-02,122.60955
Canada,CAN,2022-08-03,122.60955
Canada,CAN,2022-08-04,122.60955
Canada,CAN,2022-08-05,122.60955
Canada,CAN,2022-08-06,106.16054
Canada,CAN,2022-08-07,106.16054
Canada,CAN,2022-08-08,106.16054
Canada,CAN,2022-08-09,106.16054
Canada,CAN,2022-08-10,106.16054
Canada,CAN,2022-08-11,106.16054
Canada,CAN,2022-08-12,106.16054
Canada,CAN,2022-08-13,94.54319
Canada,CAN,2022-08-14,94.54319
Canada,CAN,2022-08-15,94.54319
Canada,CAN,2022-08-16,94.54319
Canada,CAN,2022-08-17,94.54319
Canada,CAN,2022-08-18,94.54319
Canada,CAN,2022-08-19,94.54319
Canada,CAN,2022-08-20,87.97095
Canada,CAN,2022-08-21,87.97095
Canada,CAN,2022-08-22,87.97095
Canada,CAN,2022-08-23,87.97095
Canada,CAN,2022-08-24,87.97095
Canada,CAN,2022-08-25,87.97095
Canada,CAN,2022-08-26,87.97095
Canada,CAN,2022-08-27,84.938736
Canada,CAN,2022-08-28,84.938736
Canada,CAN,2022-08-29,84.938736
Canada,CAN,2022-08-30,84.938736
Canada,CAN,2022-08-31,84.938736
Canada,CAN,2022-09-01,84.938736
Canada,CAN,2022-09-02,84.938736
Canada,CAN,2022-09-03,77.59371
Canada,CAN,2022-09-04,77.59371
Canada,CAN,2022-09-05,77.59371
Canada,CAN,2022-09-06,77.59371
Canada,CAN,2022-09-07,77.59371
Canada,CAN,2022-09-08,77.59371
Canada,CAN,2022-09-09,77.59371
Canada,CAN,2022-09-10,67.99662
Canada,CAN,2022-09-11,67.99662
Canada,CAN,2022-09-12,67.99662
Canada,CAN,2022-09-13,67.99662
Canada,CAN,2022-09-14,67.99662
Canada,CAN,2022-09-15,67.99662
Canada,CAN,2022-09-16,67.99662
Canada,CAN,2022-09-17,61.549488
Canada,CAN,2022-09-18,61.549488
Canada,CAN,2022-09-19,61.549488
Canada,CAN,2022-09-20,61.549488
Canada,CAN,2022-09-21,61.549488
Canada,CAN,2022-09-22,61.549488
Canada,CAN,2022-09-23,61.549488
Canada,CAN,2022-09-24,64.61114
Canada,CAN,2022-09-25,64.61114
Canada,CAN,2022-09-26,64.61114
Canada,CAN,2022-09-27,64.61114
Canada,CAN,2022-09-28,64.61114
Canada,CAN,2022-09-29,64.61114
Canada,CAN,2022-09-30,64.61114
Canada,CAN,2022-10-01,68.6038
Canada,CAN,2022-10-02,68.6038
Canada,CAN,2022-10-03,68.6038
Canada,CAN,2022-10-04,68.6038
Canada,CAN,2022-10-05,68.6038
Canada,CAN,2022-10-06,68.6038
Canada,CAN,2022-10-07,68.6038
Canada,CAN,2022-10-08,72.25055
Canada,CAN,2022-10-09,72.25055
Canada,CAN,2022-10-10,72.25055
Canada,CAN,2022-10-11,72.25055
Canada,CAN,2022-10-12,72.25055
Canada,CAN,2022-10-13,72.25055
Canada,CAN,2022-10-14,72.25055
Canada,CAN,2022-10-15,75.11349
Canada,CAN,2022-10-16,75.11349
Canada,CAN,2022-10-17,75.11349
Canada,CAN,2022-10-18,75.11349
Canada,CAN,2022-10-19,75.11349
Canada,CAN,2022-10-20,75.11349
Canada,CAN,2022-10-21,75.11349
Canada,CAN,2022-10-22,78.94791
Canada,CAN,2022-10-23,78.94791
Canada,CAN,2022-10-24,78.94791
Canada,CAN,2022-10-25,78.94791
Canada,CAN,2022-10-26,78.94791
Canada,CAN,2022-10-27,78.94791
Canada,CAN,2022-10-28,78.94791
Canada,CAN,2022-10-29,78.59832
Canada,CAN,2022-10-30,78.59832
Canada,CAN,2022-10-31,78.59832
Canada,CAN,2022-11-01,78.59832
Canada,CAN,2022-11-02,78.59832
Canada,CAN,2022-11-03,78.59832
Canada,CAN,2022-11-04,78.59832
Canada,CAN,2022-11-05,77.14477
Canada,CAN,2022-11-06,77.14477
Canada,CAN,2022-11-07,77.14477
Canada,CAN,2022-11-08,77.14477
Canada,CAN,2022-11-09,77.14477
Canada,CAN,2022-11-10,77.14477
Canada,CAN,2022-11-11,77.14477
