Entity,Code,Day,"People vaccinated (daily, 7-day average, per million people)"
France,FRA,2021-09-05,0.15663233
France,FRA,2021-09-06,0.14763767
France,FRA,2021-09-07,0.1371799
France,FRA,2021-09-08,0.127447
France,FRA,2021-09-09,0.119327664
France,FRA,2021-09-10,0.11452533
France,FRA,2021-09-11,0.10962709
France,FRA,2021-09-12,0.10778699
France,FRA,2021-09-13,0.10538992
France,FRA,2021-09-14,0.10392142
France,FRA,2021-09-15,0.10082922
France,FRA,2021-09-16,0.09800818
France,FRA,2021-09-17,0.0934908
France,FRA,2021-09-18,0.08941163
France,FRA,2021-09-19,0.08835072
France,FRA,2021-09-20,0.08403962
France,FRA,2021-09-21,0.07809362
France,FRA,2021-09-22,0.07206765
France,FRA,2021-09-23,0.06762744
France,FRA,2021-09-24,0.06271971
France,FRA,2021-09-25,0.05991354
France,FRA,2021-09-26,0.059407655
France,FRA,2021-09-27,0.05712461
France,FRA,2021-09-28,0.05509979
France,FRA,2021-09-29,0.05417618
France,FRA,2021-09-30,0.052678365
France,FRA,2021-10-01,0.05470362
France,FRA,2021-10-02,0.05561925
France,FRA,2021-10-03,0.05556084
France,FRA,2021-10-04,0.055823803
France,FRA,2021-10-05,0.05526619
France,FRA,2021-10-06,0.054900195
France,FRA,2021-10-07,0.053656075
France,FRA,2021-10-08,0.051019106
France,FRA,2021-10-09,0.04976981
France,FRA,2021-10-10,0.049647383
France,FRA,2021-10-11,0.04868347
France,FRA,2021-10-12,0.048190735
France,FRA,2021-10-13,0.04763894
France,FRA,2021-10-14,0.04759303
France,FRA,2021-10-15,0.04661769
France,FRA,2021-10-16,0.046112888
France,FRA,2021-10-17,0.04593528
France,FRA,2021-10-18,0.04560787
France,FRA,2021-10-19,0.04464762
France,FRA,2021-10-20,0.04360848
France,FRA,2021-10-21,0.04270427
France,FRA,2021-10-22,0.041300863
France,FRA,2021-10-23,0.040373806
France,FRA,2021-10-24,0.040168826
France,FRA,2021-10-25,0.03949913
France,FRA,2021-10-26,0.038760673
France,FRA,2021-10-27,0.037633162
France,FRA,2021-10-28,0.0370818
France,FRA,2021-10-29,0.035603166
France,FRA,2021-10-30,0.034211613
France,FRA,2021-10-31,0.03411936
France,FRA,2021-11-01,0.03033311
France,FRA,2021-11-02,0.030897189
France,FRA,2021-11-03,0.030901069
France,FRA,2021-11-04,0.03094698
France,FRA,2021-11-05,0.031126313
France,FRA,2021-11-06,0.031336684
France,FRA,2021-11-07,0.0313175
France,FRA,2021-11-08,0.03392343
France,FRA,2021-11-09,0.033073325
France,FRA,2021-11-10,0.033393838
France,FRA,2021-11-11,0.029282548
France,FRA,2021-11-12,0.028567372
France,FRA,2021-11-13,0.028309364
France,FRA,2021-11-14,0.028295785
France,FRA,2021-11-15,0.028272292
France,FRA,2021-11-16,0.028537842
France,FRA,2021-11-17,0.028305916
France,FRA,2021-11-18,0.03233875
France,FRA,2021-11-19,0.03332853
France,FRA,2021-11-20,0.03442112
France,FRA,2021-11-21,0.03448557
France,FRA,2021-11-22,0.034981105
France,FRA,2021-11-23,0.035425775
France,FRA,2021-11-24,0.035701238
France,FRA,2021-11-25,0.036174145
France,FRA,2021-11-26,0.036079302
France,FRA,2021-11-27,0.03566589
France,FRA,2021-11-28,0.035851687
France,FRA,2021-11-29,0.035124227
France,FRA,2021-11-30,0.034919675
France,FRA,2021-12-01,0.033966538
France,FRA,2021-12-02,0.033207607
France,FRA,2021-12-03,0.03155352
France,FRA,2021-12-04,0.03044002
France,FRA,2021-12-05,0.030575812
France,FRA,2021-12-06,0.032516357
France,FRA,2021-12-07,0.032253392
France,FRA,2021-12-08,0.031849463
France,FRA,2021-12-09,0.032270636
France,FRA,2021-12-10,0.03280885
France,FRA,2021-12-11,0.033221185
France,FRA,2021-12-12,0.033550322
France,FRA,2021-12-13,0.032024268
France,FRA,2021-12-14,0.032977406
France,FRA,2021-12-15,0.033609167
France,FRA,2021-12-16,0.034465093
France,FRA,2021-12-17,0.035238035
France,FRA,2021-12-18,0.036248937
France,FRA,2021-12-19,0.036914106
France,FRA,2021-12-20,0.039158568
France,FRA,2021-12-21,0.04163582
France,FRA,2021-12-22,0.044030085
France,FRA,2021-12-23,0.045266446
France,FRA,2021-12-24,0.040747777
France,FRA,2021-12-25,0.03553915
France,FRA,2021-12-26,0.034661453
France,FRA,2021-12-27,0.034386635
France,FRA,2021-12-28,0.0341463
France,FRA,2021-12-29,0.034214415
France,FRA,2021-12-30,0.034674387
France,FRA,2021-12-31,0.034965802
France,FRA,2022-01-01,0.0351419
France,FRA,2022-01-02,0.03545056
France,FRA,2022-01-03,0.037442405
France,FRA,2022-01-04,0.038293157
France,FRA,2022-01-05,0.042893734
France,FRA,2022-01-06,0.044702798
France,FRA,2022-01-07,0.053064622
France,FRA,2022-01-08,0.06242312
France,FRA,2022-01-09,0.064467125
France,FRA,2022-01-10,0.063534684
France,FRA,2022-01-11,0.06345709
France,FRA,2022-01-12,0.063284434
France,FRA,2022-01-13,0.061981253
France,FRA,2022-01-14,0.060201507
France,FRA,2022-01-15,0.05899834
France,FRA,2022-01-16,0.05809327
France,FRA,2022-01-17,0.05579384
France,FRA,2022-01-18,0.05285727
France,FRA,2022-01-19,0.0491512
France,FRA,2022-01-20,0.046005547
France,FRA,2022-01-21,0.042906884
France,FRA,2022-01-22,0.040362813
France,FRA,2022-01-23,0.039355144
France,FRA,2022-01-24,0.037529483
France,FRA,2022-01-25,0.035525355
France,FRA,2022-01-26,0.032274302
France,FRA,2022-01-27,0.03069156
France,FRA,2022-01-28,0.029264657
France,FRA,2022-01-29,0.027280357
France,FRA,2022-01-30,0.02679258
France,FRA,2022-01-31,0.02570947
France,FRA,2022-02-01,0.024549626
France,FRA,2022-02-02,0.022957401
France,FRA,2022-02-03,0.021970639
France,FRA,2022-02-04,0.020473255
France,FRA,2022-02-05,0.019283235
France,FRA,2022-02-06,0.018905817
France,FRA,2022-02-07,0.018551892
France,FRA,2022-02-08,0.017725065
France,FRA,2022-02-09,0.016367568
France,FRA,2022-02-10,0.015714685
France,FRA,2022-02-11,0.01489928
France,FRA,2022-02-12,0.013930624
France,FRA,2022-02-13,0.0137612065
France,FRA,2022-02-14,0.013196049
France,FRA,2022-02-15,0.01260395
France,FRA,2022-02-16,0.011516313
France,FRA,2022-02-17,0.010837564
France,FRA,2022-02-18,0.010005348
France,FRA,2022-02-19,0.00935074
France,FRA,2022-02-20,0.009180891
France,FRA,2022-02-21,0.008556244
France,FRA,2022-02-22,0.007995398
France,FRA,2022-02-23,0.007386701
France,FRA,2022-02-24,0.0070138094
France,FRA,2022-02-25,0.0066439356
France,FRA,2022-02-26,0.006346916
France,FRA,2022-02-27,0.0062885033
France,FRA,2022-02-28,0.0060787788
France,FRA,2022-03-01,0.005980706
France,FRA,2022-03-02,0.005710198
France,FRA,2022-03-03,0.005489912
France,FRA,2022-03-04,0.0050467527
France,FRA,2022-03-05,0.0048486674
France,FRA,2022-03-06,0.004771287
France,FRA,2022-03-07,0.0046363566
France,FRA,2022-03-08,0.0042356597
France,FRA,2022-03-09,0.0038573798
France,FRA,2022-03-10,0.0036426976
France,FRA,2022-03-11,0.0034683223
France,FRA,2022-03-12,0.0033872777
France,FRA,2022-03-13,0.00336249
France,FRA,2022-03-14,0.0031603095
France,FRA,2022-03-15,0.0030734453
France,FRA,2022-03-16,0.0029566204
France,FRA,2022-03-17,0.0028773001
France,FRA,2022-03-18,0.0028441062
France,FRA,2022-03-19,0.0027568107
France,FRA,2022-03-20,0.0027341787
France,FRA,2022-03-21,0.0026979672
France,FRA,2022-03-22,0.0026561515
France,FRA,2022-03-23,0.0025809268
France,FRA,2022-03-24,0.0025690717
France,FRA,2022-03-25,0.002530705
France,FRA,2022-03-26,0.0025173412
France,FRA,2022-03-27,0.0025309206
France,FRA,2022-03-28,0.0025466552
France,FRA,2022-03-29,0.002524023
France,FRA,2022-03-30,0.0025589413
France,FRA,2022-03-31,0.0026029123
France,FRA,2022-04-01,0.0027322387
France,FRA,2022-04-02,0.0025813577
France,FRA,2022-04-03,0.0025660542
France,FRA,2022-04-04,0.0032346724
France,FRA,2022-04-05,0.0034838414
France,FRA,2022-04-06,0.0034318953
France,FRA,2022-04-07,0.003512509
France,FRA,2022-04-08,0.0034306021
France,FRA,2022-04-09,0.003396546
France,FRA,2022-04-10,0.0033969772
France,FRA,2022-04-11,0.0027031403
France,FRA,2022-04-12,0.0025136769
France,FRA,2022-04-13,0.0023768062
France,FRA,2022-04-14,0.0022735607
France,FRA,2022-04-15,0.0021817388
France,FRA,2022-04-16,0.0021110403
France,FRA,2022-04-17,0.0020892704
France,FRA,2022-04-18,0.0018413945
France,FRA,2022-04-19,0.0018021654
France,FRA,2022-04-20,0.0018088473
France,FRA,2022-04-21,0.0018101406
France,FRA,2022-04-22,0.0018092784
France,FRA,2022-04-23,0.0018319105
France,FRA,2022-04-24,0.0018435499
France,FRA,2022-04-25,0.0020821574
France,FRA,2022-04-26,0.0020994009
France,FRA,2022-04-27,0.002089917
France,FRA,2022-04-28,0.0021017718
France,FRA,2022-04-29,0.002130008
France,FRA,2022-04-30,0.0021459584
France,FRA,2022-05-01,0.0021399232
France,FRA,2022-05-02,0.002367538
France,FRA,2022-05-03,0.0024623773
France,FRA,2022-05-04,0.0024539712
France,FRA,2022-05-05,0.0025024686
France,FRA,2022-05-06,0.0025470862
France,FRA,2022-05-07,0.0025438531
France,FRA,2022-05-08,0.0025537682
France,FRA,2022-05-09,0.0023468456
France,FRA,2022-05-10,0.002289942
France,FRA,2022-05-11,0.0023067545
France,FRA,2022-05-12,0.00226343
France,FRA,2022-05-13,0.0022132082
France,FRA,2022-05-14,0.0022002757
France,FRA,2022-05-15,0.0022037243
France,FRA,2022-05-16,0.0021597533
France,FRA,2022-05-17,0.002114489
France,FRA,2022-05-18,0.0020739667
France,FRA,2022-05-19,0.0020429282
France,FRA,2022-05-20,0.002019434
France,FRA,2022-05-21,0.002021374
France,FRA,2022-05-22,0.002012321
France,FRA,2022-05-23,0.002007148
France,FRA,2022-05-24,0.0019961551
France,FRA,2022-05-25,0.0019957242
France,FRA,2022-05-26,0.001729527
France,FRA,2022-05-27,0.0016247724
France,FRA,2022-05-28,0.0015191558
France,FRA,2022-05-29,0.0015010501
France,FRA,2022-05-30,0.0014687184
France,FRA,2022-05-31,0.0014570791
France,FRA,2022-06-01,0.0014441464
France,FRA,2022-06-02,0.0017165943
France,FRA,2022-06-03,0.0017896638
France,FRA,2022-06-04,0.0018556203
France,FRA,2022-06-05,0.0018607934
France,FRA,2022-06-06,0.0018327726
France,FRA,2022-06-07,0.0018351437
France,FRA,2022-06-08,0.0017987167
France,FRA,2022-06-09,0.0017592721
France,FRA,2022-06-10,0.0017381487
France,FRA,2022-06-11,0.0017353466
France,FRA,2022-06-12,0.0017400887
France,FRA,2022-06-13,0.0017898794
France,FRA,2022-06-14,0.0017571166
France,FRA,2022-06-15,0.0017450461
France,FRA,2022-06-16,0.0017217674
France,FRA,2022-06-17,0.0016922378
France,FRA,2022-06-18,0.0016696056
France,FRA,2022-06-19,0.0016652948
France,FRA,2022-06-20,0.0016437403
France,FRA,2022-06-21,0.0016398606
France,FRA,2022-06-22,0.0016116243
France,FRA,2022-06-23,0.0016202461
France,FRA,2022-06-24,0.0016200305
France,FRA,2022-06-25,0.0016377051
France,FRA,2022-06-26,0.0016476201
France,FRA,2022-06-27,0.0016706834
France,FRA,2022-06-28,0.0016997819
France,FRA,2022-06-29,0.0017676783
France,FRA,2022-06-30,0.0018342815
France,FRA,2022-07-01,0.0019472267
France,FRA,2022-07-02,0.0019793427
France,FRA,2022-07-03,0.001993353
France,FRA,2022-07-04,0.0021739793
France,FRA,2022-07-05,0.0022461866
France,FRA,2022-07-06,0.0022755004
France,FRA,2022-07-07,0.002314083
France,FRA,2022-07-08,0.002287571
France,FRA,2022-07-09,0.0022401512
France,FRA,2022-07-10,0.0022354093
France,FRA,2022-07-11,0.002124835
France,FRA,2022-07-12,0.0021345345
France,FRA,2022-07-13,0.0021205242
France,FRA,2022-07-14,0.0017907416
France,FRA,2022-07-15,0.0017030151
France,FRA,2022-07-16,0.0016512844
France,FRA,2022-07-17,0.0016318854
France,FRA,2022-07-18,0.0015614025
France,FRA,2022-07-19,0.0014706583
France,FRA,2022-07-20,0.0013943557
France,FRA,2022-07-21,0.0016318854
France,FRA,2022-07-22,0.0016202461
France,FRA,2022-07-23,0.0016325321
France,FRA,2022-07-24,0.0016333943
France,FRA,2022-07-25,0.0016180906
France,FRA,2022-07-26,0.0015917942
France,FRA,2022-07-27,0.0015478232
France,FRA,2022-07-28,0.001505792
France,FRA,2022-07-29,0.0014732449
France,FRA,2022-07-30,0.0014340158
France,FRA,2022-07-31,0.0014271184
France,FRA,2022-08-01,0.0014150479
France,FRA,2022-08-02,0.0013622396
France,FRA,2022-08-03,0.001281626
France,FRA,2022-08-04,0.001205539
France,FRA,2022-08-05,0.0011147948
France,FRA,2022-08-06,0.0010798767
France,FRA,2022-08-07,0.0010690994
France,FRA,2022-08-08,0.0009981854
France,FRA,2022-08-09,0.0009317977
France,FRA,2022-08-10,0.00089343084
France,FRA,2022-08-11,0.0008716609
France,FRA,2022-08-12,0.00086907437
France,FRA,2022-08-13,0.0008738163
France,FRA,2022-08-14,0.00086735
France,FRA,2022-08-15,0.0007468608
France,FRA,2022-08-16,0.00072487525
France,FRA,2022-08-17,0.0007205644
France,FRA,2022-08-18,0.00071991776
France,FRA,2022-08-19,0.0006677561
France,FRA,2022-08-20,0.0006565477
France,FRA,2022-08-21,0.00066150527
France,FRA,2022-08-22,0.0007621644
France,FRA,2022-08-23,0.0007809168
France,FRA,2022-08-24,0.00078436546
France,FRA,2022-08-25,0.0007819945
France,FRA,2022-08-26,0.0008369583
France,FRA,2022-08-27,0.0008343717
France,FRA,2022-08-28,0.000840407
France,FRA,2022-08-29,0.0008488132
France,FRA,2022-08-30,0.00087510963
France,FRA,2022-08-31,0.0008809293
France,FRA,2022-09-01,0.00091045885
France,FRA,2022-09-02,0.0009397729
France,FRA,2022-09-03,0.00096628483
France,FRA,2022-09-04,0.00096844026
France,FRA,2022-09-05,0.0010020651
France,FRA,2022-09-06,0.0010171533
France,FRA,2022-09-07,0.001020602
France,FRA,2022-09-08,0.0009930123
France,FRA,2022-09-09,0.0009615428
France,FRA,2022-09-10,0.0009585252
France,FRA,2022-09-11,0.00095615425
France,FRA,2022-09-12,0.0009009749
France,FRA,2022-09-13,0.0008488132
France,FRA,2022-09-14,0.0008481666
France,FRA,2022-09-15,0.0008360961
France,FRA,2022-09-16,0.0008246722
France,FRA,2022-09-17,0.00082187017
France,FRA,2022-09-18,0.00082036137
France,FRA,2022-09-19,0.00081152405
France,FRA,2022-09-20,0.0008035489
France,FRA,2022-09-21,0.0007778992
France,FRA,2022-09-22,0.0007826411
France,FRA,2022-09-23,0.0007912629
France,FRA,2022-09-24,0.00079837587
France,FRA,2022-09-25,0.00079449604
France,FRA,2022-09-26,0.00078479655
France,FRA,2022-09-27,0.0007781147
France,FRA,2022-09-28,0.00078759866
France,FRA,2022-09-29,0.0007800546
France,FRA,2022-09-30,0.0007688463
France,FRA,2022-10-01,0.00076949294
France,FRA,2022-10-02,0.00076173333
France,FRA,2022-10-03,0.00080376444
France,FRA,2022-10-04,0.0008341562
France,FRA,2022-10-05,0.000828121
France,FRA,2022-10-06,0.0008251034
France,FRA,2022-10-07,0.000813895
France,FRA,2022-10-08,0.00079772924
France,FRA,2022-10-09,0.0008076443
France,FRA,2022-10-10,0.0007811323
France,FRA,2022-10-11,0.0007518183
France,FRA,2022-10-12,0.0007513872
France,FRA,2022-10-13,0.00076755305
France,FRA,2022-10-14,0.00077315717
France,FRA,2022-10-15,0.00077574374
France,FRA,2022-10-16,0.00077251054
France,FRA,2022-10-17,0.000757638
France,FRA,2022-10-18,0.0007554825
France,FRA,2022-10-19,0.0007479385
France,FRA,2022-10-20,0.00074578304
France,FRA,2022-10-21,0.0007304794
France,FRA,2022-10-22,0.00072336645
France,FRA,2022-10-23,0.0007242286
France,FRA,2022-10-24,0.0007483696
France,FRA,2022-10-25,0.00074578304
France,FRA,2022-10-26,0.00073823903
France,FRA,2022-10-27,0.0007328504
France,FRA,2022-10-28,0.00073629915
France,FRA,2022-10-29,0.0007201333
France,FRA,2022-10-30,0.00071776233
France,FRA,2022-10-31,0.0006811198
France,FRA,2022-11-01,0.00058153836
France,FRA,2022-11-02,0.000579814
France,FRA,2022-11-03,0.00059123785
France,FRA,2022-11-04,0.0005813228
France,FRA,2022-11-05,0.0005802451
France,FRA,2022-11-06,0.0005817539
France,FRA,2022-11-07,0.00062098296
France,FRA,2022-11-08,0.0007399634
France,FRA,2022-11-09,0.0007414722
France,FRA,2022-11-10,0.0007386701
France,FRA,2022-11-11,0.0006140855
France,FRA,2022-11-12,0.0006048171
France,FRA,2022-11-13,0.0006002907
France,FRA,2022-11-14,0.00057614973
France,FRA,2022-11-15,0.000562786
France,FRA,2022-11-16,0.0005709767
France,FRA,2022-11-17,0.0005586907
France,FRA,2022-11-18,0.0006763778
France,FRA,2022-11-19,0.0006888794
France,FRA,2022-11-20,0.00069017266
France,FRA,2022-11-21,0.0006869395
France,FRA,2022-11-22,0.0006688338
France,FRA,2022-11-23,0.0006483571
France,FRA,2022-11-24,0.0006358555
France,FRA,2022-11-25,0.0006257249
France,FRA,2022-11-26,0.0006324068
France,FRA,2022-11-27,0.0006313291
France,FRA,2022-11-28,0.0006278804
France,FRA,2022-11-29,0.00061882753
France,FRA,2022-11-30,0.0006257249
France,FRA,2022-12-01,0.0006369332
France,FRA,2022-12-02,0.0006509436
France,FRA,2022-12-03,0.0006518058
France,FRA,2022-12-04,0.0006569788
France,FRA,2022-12-05,0.000672498
France,FRA,2022-12-06,0.0007037519
France,FRA,2022-12-07,0.00071517576
France,FRA,2022-12-08,0.0007242286
France,FRA,2022-12-09,0.0007539737
France,FRA,2022-12-10,0.0007766059
France,FRA,2022-12-11,0.0007841499
France,FRA,2022-12-12,0.00079061626
France,FRA,2022-12-13,0.0008061355
France,FRA,2022-12-14,0.00081346394
France,FRA,2022-12-15,0.0008251034
France,FRA,2022-12-16,0.00083458726
France,FRA,2022-12-17,0.00082079245
France,FRA,2022-12-18,0.0008121707
France,FRA,2022-12-19,0.0008272588
France,FRA,2022-12-20,0.0008337251
France,FRA,2022-12-21,0.00083566504
France,FRA,2022-12-22,0.0008322163
France,FRA,2022-12-23,0.00075720693
France,FRA,2022-12-24,0.0007052607
France,FRA,2022-12-25,0.00069254363
France,FRA,2022-12-26,0.00064447726
France,FRA,2022-12-27,0.00059985963
France,FRA,2022-12-28,0.0005729166
France,FRA,2022-12-29,0.0005259279
France,FRA,2022-12-30,0.00052247924
France,FRA,2022-12-31,0.0005293767
France,FRA,2023-01-01,0.0005274367
France,FRA,2023-01-02,0.0006472794
France,FRA,2023-01-03,0.00067659334
France,FRA,2023-01-04,0.0006912504
France,FRA,2023-01-05,0.0007425499
France,FRA,2023-01-06,0.00080484216
France,FRA,2023-01-07,0.0008507531
France,FRA,2023-01-08,0.0008682122
France,FRA,2023-01-09,0.0007947116
France,FRA,2023-01-10,0.0007826411
France,FRA,2023-01-11,0.00077358825
France,FRA,2023-01-12,0.0007606556
France,FRA,2023-01-13,0.00077100174
France,FRA,2023-01-14,0.0007718639
France,FRA,2023-01-15,0.00077057065
France,FRA,2023-01-16,0.0007360836
France,FRA,2023-01-17,0.00071108044
France,FRA,2023-01-18,0.0007037519
France,FRA,2023-01-19,0.0006815509
France,FRA,2023-01-20,0.0006462016
France,FRA,2023-01-21,0.000626156
France,FRA,2023-01-22,0.00061473215
France,FRA,2023-01-23,0.0005929622
France,FRA,2023-01-24,0.00058757357
France,FRA,2023-01-25,0.00057377876
France,FRA,2023-01-26,0.00055847515
France,FRA,2023-01-27,0.0005349808
France,FRA,2023-01-28,0.00052980776
France,FRA,2023-01-29,0.00052873004
France,FRA,2023-01-30,0.0005379984
France,FRA,2023-01-31,0.00052657456
France,FRA,2023-02-01,0.0005274367
France,FRA,2023-02-02,0.0005134264
France,FRA,2023-02-03,0.0005032958
France,FRA,2023-02-04,0.00049532065
France,FRA,2023-02-05,0.0004916564
France,FRA,2023-02-06,0.00048023256
France,FRA,2023-02-07,0.00046406675
France,FRA,2023-02-08,0.00044035687
France,FRA,2023-02-09,0.000433675
France,FRA,2023-02-10,0.00043087293
France,FRA,2023-02-11,0.00042419106
France,FRA,2023-02-12,0.00042807087
France,FRA,2023-02-13,0.00041449157
France,FRA,2023-02-14,0.00040349882
France,FRA,2023-02-15,0.0004015589
France,FRA,2023-02-16,0.00038582418
France,FRA,2023-02-17,0.00036513194
France,FRA,2023-02-18,0.00036362314
France,FRA,2023-02-19,0.00036232985
France,FRA,2023-02-20,0.00036189877
France,FRA,2023-02-21,0.00035543245
France,FRA,2023-02-22,0.00034530187
France,FRA,2023-02-23,0.00033689564
France,FRA,2023-02-24,0.00031943657
France,FRA,2023-02-25,0.00031167697
France,FRA,2023-02-26,0.0003080127
France,FRA,2023-02-27,0.00030025313
France,FRA,2023-02-28,0.00030025313
France,FRA,2023-03-01,0.00029615778
France,FRA,2023-03-02,0.0002952956
France,FRA,2023-03-03,0.00030456402
France,FRA,2023-03-04,0.00030564173
France,FRA,2023-03-05,0.00030628836
France,FRA,2023-03-06,0.000309306
France,FRA,2023-03-07,0.00029227798
France,FRA,2023-03-08,0.00027805206
France,FRA,2023-03-09,0.0002670593
France,FRA,2023-03-10,0.00026490388
France,FRA,2023-03-11,0.00026382614
France,FRA,2023-03-12,0.00026102408
France,FRA,2023-03-13,0.000243565
France,FRA,2023-03-14,0.0002450738
France,FRA,2023-03-15,0.0002450738
France,FRA,2023-03-16,0.0002455049
France,FRA,2023-03-17,0.00023645203
France,FRA,2023-03-18,0.00023580539
France,FRA,2023-03-19,0.00023796083
France,FRA,2023-03-20,0.0002392541
France,FRA,2023-03-21,0.00024227172
France,FRA,2023-03-22,0.00024981578
France,FRA,2023-03-23,0.0002480914
France,FRA,2023-03-24,0.0002392541
France,FRA,2023-03-25,0.00024054736
France,FRA,2023-03-26,0.00023839193
France,FRA,2023-03-27,0.0002552044
France,FRA,2023-03-28,0.00024960024
France,FRA,2023-03-29,0.00024442715
France,FRA,2023-03-30,0.00025024687
France,FRA,2023-03-31,0.00024464272
France,FRA,2023-04-01,0.00024033182
France,FRA,2023-04-02,0.00024033182
France,FRA,2023-04-03,0.00023041679
France,FRA,2023-04-04,0.00021856185
France,FRA,2023-04-05,0.00020325821
France,FRA,2023-04-06,0.00019463645
France,FRA,2023-04-07,0.00019011002
France,FRA,2023-04-08,0.00018105716
France,FRA,2023-04-09,0.00018084161
France,FRA,2023-04-10,0.000143768
France,FRA,2023-04-11,0.00014247475
France,FRA,2023-04-12,0.00014894106
France,FRA,2023-04-13,0.00013945712
France,FRA,2023-04-14,0.0001403193
France,FRA,2023-04-15,0.00014290583
France,FRA,2023-04-16,0.00014484573
France,FRA,2023-04-17,0.00016596906
France,FRA,2023-04-18,0.00017114212
France,FRA,2023-04-19,0.00016683125
France,FRA,2023-04-20,0.0001661846
France,FRA,2023-04-21,0.00015497631
France,FRA,2023-04-22,0.00015023434
France,FRA,2023-04-23,0.00014743226
France,FRA,2023-04-24,0.00015325195
France,FRA,2023-04-25,0.00014700118
France,FRA,2023-04-26,0.00014549236
France,FRA,2023-04-27,0.00015174314
France,FRA,2023-04-28,0.00016165817
France,FRA,2023-04-29,0.00016704679
France,FRA,2023-04-30,0.00016747788
France,FRA,2023-05-01,0.00014139702
France,FRA,2023-05-02,0.00015907164
France,FRA,2023-05-03,0.00016747788
France,FRA,2023-05-04,0.0001588561
France,FRA,2023-05-05,0.00014463019
France,FRA,2023-05-06,0.00014161256
France,FRA,2023-05-07,0.00014204366
France,FRA,2023-05-08,0.00014312138
France,FRA,2023-05-09,0.000118118245
France,FRA,2023-05-10,0.00011186746
France,FRA,2023-05-11,0.00010971202
France,FRA,2023-05-12,0.00010324569
France,FRA,2023-05-13,0.00009936589
France,FRA,2023-05-14,0.00010065916
France,FRA,2023-05-15,0.000110143104
France,FRA,2023-05-16,0.00011078974
France,FRA,2023-05-17,0.00010734103
France,FRA,2023-05-18,0.00009009749
France,FRA,2023-05-19,0.00008535552
France,FRA,2023-05-20,0.00008449334
France,FRA,2023-05-21,0.00008363117
France,FRA,2023-05-22,0.00008923531
France,FRA,2023-05-23,0.000080398
France,FRA,2023-05-24,0.00007436276
France,FRA,2023-05-25,0.00009009749
France,FRA,2023-05-26,0.00009440837
France,FRA,2023-05-27,0.00009203739
France,FRA,2023-05-28,0.00009052858
France,FRA,2023-05-29,0.00007220732
France,FRA,2023-05-30,0.00008276899
France,FRA,2023-05-31,0.00008341562
France,FRA,2023-06-01,0.00008320007
France,FRA,2023-06-02,0.00007888919
France,FRA,2023-06-03,0.00007694929
France,FRA,2023-06-04,0.000076518205
France,FRA,2023-06-05,0.00009958144
France,FRA,2023-06-06,0.00009936589
France,FRA,2023-06-07,0.000098072625
France,FRA,2023-06-08,0.00009785708
France,FRA,2023-06-09,0.000098072625
France,FRA,2023-06-10,0.00009915035
France,FRA,2023-06-11,0.00009936589
France,FRA,2023-06-12,0.00008384671
France,FRA,2023-06-13,0.000077380384
France,FRA,2023-06-14,0.00007371613
France,FRA,2023-06-15,0.00006940524
France,FRA,2023-06-16,0.000068758614
France,FRA,2023-06-17,0.00006638763
France,FRA,2023-06-18,0.00006638763
France,FRA,2023-06-19,0.00007005188
France,FRA,2023-06-20,0.000078242556
France,FRA,2023-06-21,0.000076518205
France,FRA,2023-06-22,0.000076518205
France,FRA,2023-06-23,0.000078242556
France,FRA,2023-06-24,0.000076518205
France,FRA,2023-06-25,0.00007673375
France,FRA,2023-06-26,0.000074793854
France,FRA,2023-06-27,0.000067896435
France,FRA,2023-06-28,0.00006897416
France,FRA,2023-06-29,0.00006423218
France,FRA,2023-06-30,0.00005647259
France,FRA,2023-07-01,0.00006143011
France,FRA,2023-07-02,0.00006056793
France,FRA,2023-07-03,0.00006250783
France,FRA,2023-07-04,0.000056257046
France,FRA,2023-07-05,0.000056041503
France,FRA,2023-07-06,0.000059274666
France,FRA,2023-07-07,0.00006121457
France,FRA,2023-07-08,0.000057334768
France,FRA,2023-07-09,0.00005755031
France,FRA,2023-07-10,0.000050006263
France,FRA,2023-07-11,0.00004073786
France,FRA,2023-07-12,0.000030822826
France,FRA,2023-07-13,0.000020261159
France,FRA,2023-07-14,0.0000088373135
France,FRA,2023-07-15,0.0000051730617
France,FRA,2023-07-16,0.0000049575174
France,FRA,2023-07-17,0
France,FRA,2023-07-18,0
France,FRA,2023-07-19,0
France,FRA,2023-07-20,0
France,FRA,2023-07-21,0
France,FRA,2023-07-22,0
France,FRA,2023-07-23,0
France,FRA,2023-07-24,0
France,FRA,2023-07-25,0
France,FRA,2023-07-26,0
France,FRA,2023-07-27,0
France,FRA,2023-07-28,0
France,FRA,2023-07-29,0
France,FRA,2023-07-30,0
France,FRA,2023-07-31,0
France,FRA,2023-08-01,0
France,FRA,2023-08-02,0
France,FRA,2023-08-03,0
France,FRA,2023-08-04,0
France,FRA,2023-08-05,0
France,FRA,2023-08-06,0
France,FRA,2023-08-07,0
France,FRA,2023-08-08,0
France,FRA,2023-08-09,0
France,FRA,2023-08-10,0
France,FRA,2023-08-11,0
France,FRA,2023-08-12,0
France,FRA,2023-08-13,0
France,FRA,2023-08-14,0
France,FRA,2023-08-15,0
France,FRA,2023-08-16,0
France,FRA,2023-08-17,0
France,FRA,2023-08-18,0
France,FRA,2023-08-19,0
France,FRA,2023-08-20,0
France,FRA,2023-08-21,0
France,FRA,2023-08-22,0
France,FRA,2023-08-23,0
