Entity,Code,Day,"People vaccinated (daily, 7-day average, per million people)"
Canada,CAN,2020-12-15,0.0018572299
Canada,CAN,2020-12-16,0.0038921973
Canada,CAN,2020-12-17,0.006248295
Canada,CAN,2020-12-18,0.007271789
Canada,CAN,2020-12-19,0.006372282
Canada,CAN,2020-12-20,0.005680307
Canada,CAN,2020-12-21,0.0077571636
Canada,CAN,2020-12-22,0.009622857
Canada,CAN,2020-12-23,0.0119750295
Canada,CAN,2020-12-24,0.014163815
Canada,CAN,2020-12-25,0.013809812
Canada,CAN,2020-12-26,0.01341901
Canada,CAN,2020-12-27,0.014430974
Canada,CAN,2020-12-28,0.013980926
Canada,CAN,2020-12-29,0.01663816
Canada,CAN,2020-12-30,0.01658517
Canada,CAN,2020-12-31,0.018545067
Canada,CAN,2021-01-01,0.020840202
Canada,CAN,2021-01-02,0.022548396
Canada,CAN,2021-01-03,0.023140488
Canada,CAN,2021-01-04,0.029396633
Canada,CAN,2021-01-05,0.031186521
Canada,CAN,2021-01-06,0.038222797
Canada,CAN,2021-01-07,0.045826145
Canada,CAN,2021-01-08,0.057354804
Canada,CAN,2021-01-09,0.06851658
Canada,CAN,2021-01-10,0.075247064
Canada,CAN,2021-01-11,0.08067377
Canada,CAN,2021-01-12,0.08501638
Canada,CAN,2021-01-13,0.083128236
Canada,CAN,2021-01-14,0.08438565
Canada,CAN,2021-01-15,0.0865277
Canada,CAN,2021-01-16,0.087172784
Canada,CAN,2021-01-17,0.08857813
Canada,CAN,2021-01-18,0.08938365
Canada,CAN,2021-01-19,0.092135824
Canada,CAN,2021-01-20,0.09495865
Canada,CAN,2021-01-21,0.094107494
Canada,CAN,2021-01-22,0.08869883
Canada,CAN,2021-01-23,0.08368132
Canada,CAN,2021-01-24,0.07804634
Canada,CAN,2021-01-25,0.0687245
Canada,CAN,2021-01-26,0.062946
Canada,CAN,2021-01-27,0.056827478
Canada,CAN,2021-01-28,0.04866001
Canada,CAN,2021-01-29,0.041526586
Canada,CAN,2021-01-30,0.0354732
Canada,CAN,2021-01-31,0.032017067
Canada,CAN,2021-02-01,0.03146656
Canada,CAN,2021-02-02,0.026040224
Canada,CAN,2021-02-03,0.022634137
Canada,CAN,2021-02-04,0.019672578
Canada,CAN,2021-02-05,0.018919678
Canada,CAN,2021-02-06,0.019364942
Canada,CAN,2021-02-07,0.020635601
Canada,CAN,2021-02-08,0.0194367
Canada,CAN,2021-02-09,0.020451238
Canada,CAN,2021-02-10,0.022433953
Canada,CAN,2021-02-11,0.024507191
Canada,CAN,2021-02-12,0.025894133
Canada,CAN,2021-02-13,0.027679238
Canada,CAN,2021-02-14,0.026315846
Canada,CAN,2021-02-15,0.023097064
Canada,CAN,2021-02-16,0.022770293
Canada,CAN,2021-02-17,0.021026034
Canada,CAN,2021-02-18,0.019234307
Canada,CAN,2021-02-19,0.023554472
Canada,CAN,2021-02-20,0.03141504
Canada,CAN,2021-02-21,0.04114204
Canada,CAN,2021-02-22,0.051556434
Canada,CAN,2021-02-23,0.05973752
Canada,CAN,2021-02-24,0.06962459
Canada,CAN,2021-02-25,0.082130626
Canada,CAN,2021-02-26,0.09308596
Canada,CAN,2021-02-27,0.10052114
Canada,CAN,2021-02-28,0.10474416
Canada,CAN,2021-03-01,0.110759266
Canada,CAN,2021-03-02,0.12331535
Canada,CAN,2021-03-03,0.13669388
Canada,CAN,2021-03-04,0.14873993
Canada,CAN,2021-03-05,0.15887834
Canada,CAN,2021-03-06,0.16519777
Canada,CAN,2021-03-07,0.17084968
Canada,CAN,2021-03-08,0.18199565
Canada,CAN,2021-03-09,0.18270108
Canada,CAN,2021-03-10,0.18489243
Canada,CAN,2021-03-11,0.19200893
Canada,CAN,2021-03-12,0.20152839
Canada,CAN,2021-03-13,0.21330507
Canada,CAN,2021-03-14,0.22636566
Canada,CAN,2021-03-15,0.24211624
Canada,CAN,2021-03-16,0.26075956
Canada,CAN,2021-03-17,0.28352654
Canada,CAN,2021-03-18,0.30492866
Canada,CAN,2021-03-19,0.32332432
Canada,CAN,2021-03-20,0.332673
Canada,CAN,2021-03-21,0.33131737
Canada,CAN,2021-03-22,0.3399724
Canada,CAN,2021-03-23,0.34173727
Canada,CAN,2021-03-24,0.35347053
Canada,CAN,2021-03-25,0.36551106
Canada,CAN,2021-03-26,0.38448557
Canada,CAN,2021-03-27,0.3974067
Canada,CAN,2021-03-28,0.41836688
Canada,CAN,2021-03-29,0.43303815
Canada,CAN,2021-03-30,0.44941357
Canada,CAN,2021-03-31,0.46727455
Canada,CAN,2021-04-01,0.47255698
Canada,CAN,2021-04-02,0.45590264
Canada,CAN,2021-04-03,0.46601123
Canada,CAN,2021-04-04,0.4570559
Canada,CAN,2021-04-05,0.4521227
Canada,CAN,2021-04-06,0.4610364
Canada,CAN,2021-04-07,0.46160275
Canada,CAN,2021-04-08,0.47728968
Canada,CAN,2021-04-09,0.5214323
Canada,CAN,2021-04-10,0.5345705
Canada,CAN,2021-04-11,0.55608815
Canada,CAN,2021-04-12,0.61082256
Canada,CAN,2021-04-13,0.6355178
Canada,CAN,2021-04-14,0.660379
Canada,CAN,2021-04-15,0.67922837
Canada,CAN,2021-04-16,0.69026357
Canada,CAN,2021-04-17,0.69180393
Canada,CAN,2021-04-18,0.6980483
Canada,CAN,2021-04-19,0.6702513
Canada,CAN,2021-04-20,0.65903103
Canada,CAN,2021-04-21,0.6664206
Canada,CAN,2021-04-22,0.68681
Canada,CAN,2021-04-23,0.6980439
Canada,CAN,2021-04-24,0.71360755
Canada,CAN,2021-04-25,0.72375256
Canada,CAN,2021-04-26,0.72815627
Canada,CAN,2021-04-27,0.73335737
Canada,CAN,2021-04-28,0.71271074
Canada,CAN,2021-04-29,0.6896836
Canada,CAN,2021-04-30,0.65983915
Canada,CAN,2021-05-01,0.6384948
Canada,CAN,2021-05-02,0.6160421
Canada,CAN,2021-05-03,0.6027743
Canada,CAN,2021-05-04,0.59300464
Canada,CAN,2021-05-05,0.60001624
Canada,CAN,2021-05-06,0.61891496
Canada,CAN,2021-05-07,0.6593335
Canada,CAN,2021-05-08,0.6938709
Canada,CAN,2021-05-09,0.73162746
Canada,CAN,2021-05-10,0.76846224
Canada,CAN,2021-05-11,0.7938931
Canada,CAN,2021-05-12,0.81529295
Canada,CAN,2021-05-13,0.8268456
Canada,CAN,2021-05-14,0.83619684
Canada,CAN,2021-05-15,0.8481435
Canada,CAN,2021-05-16,0.8625057
Canada,CAN,2021-05-17,0.8842497
Canada,CAN,2021-05-18,0.8749002
Canada,CAN,2021-05-19,0.87370354
Canada,CAN,2021-05-20,0.869429
Canada,CAN,2021-05-21,0.8810537
Canada,CAN,2021-05-22,0.8810905
Canada,CAN,2021-05-23,0.8748903
Canada,CAN,2021-05-24,0.86021274
Canada,CAN,2021-05-25,0.85059583
Canada,CAN,2021-05-26,0.8310804
Canada,CAN,2021-05-27,0.8215469
Canada,CAN,2021-05-28,0.8054814
Canada,CAN,2021-05-29,0.7821039
Canada,CAN,2021-05-30,0.7697237
Canada,CAN,2021-05-31,0.7649906
Canada,CAN,2021-06-01,0.7647069
Canada,CAN,2021-06-02,0.7556909
Canada,CAN,2021-06-03,0.73512226
Canada,CAN,2021-06-04,0.69954234
Canada,CAN,2021-06-05,0.68343663
Canada,CAN,2021-06-06,0.6629983
Canada,CAN,2021-06-07,0.63708687
Canada,CAN,2021-06-08,0.61175096
Canada,CAN,2021-06-09,0.5821597
Canada,CAN,2021-06-10,0.5463362
Canada,CAN,2021-06-11,0.5032574
Canada,CAN,2021-06-12,0.4639656
Canada,CAN,2021-06-13,0.43431947
Canada,CAN,2021-06-14,0.3887579
Canada,CAN,2021-06-15,0.37209287
Canada,CAN,2021-06-16,0.34727696
Canada,CAN,2021-06-17,0.32026708
Canada,CAN,2021-06-18,0.29230487
Canada,CAN,2021-06-19,0.2701366
Canada,CAN,2021-06-20,0.24925593
Canada,CAN,2021-06-21,0.23068841
Canada,CAN,2021-06-22,0.21062061
Canada,CAN,2021-06-23,0.19636664
Canada,CAN,2021-06-24,0.18329464
Canada,CAN,2021-06-25,0.16809751
Canada,CAN,2021-06-26,0.15958892
Canada,CAN,2021-06-27,0.15270941
Canada,CAN,2021-06-28,0.15379865
Canada,CAN,2021-06-29,0.15164483
Canada,CAN,2021-06-30,0.1505714
Canada,CAN,2021-07-01,0.14037007
Canada,CAN,2021-07-02,0.14020742
Canada,CAN,2021-07-03,0.13508983
Canada,CAN,2021-07-04,0.13092679
Canada,CAN,2021-07-05,0.1209514
Canada,CAN,2021-07-06,0.11533445
Canada,CAN,2021-07-07,0.11046451
Canada,CAN,2021-07-08,0.11743234
Canada,CAN,2021-07-09,0.11545257
Canada,CAN,2021-07-10,0.11672544
Canada,CAN,2021-07-11,0.11568514
Canada,CAN,2021-07-12,0.11480676
Canada,CAN,2021-07-13,0.11343932
Canada,CAN,2021-07-14,0.11372929
Canada,CAN,2021-07-15,0.10841777
Canada,CAN,2021-07-16,0.106615
Canada,CAN,2021-07-17,0.10615281
Canada,CAN,2021-07-18,0.10483652
Canada,CAN,2021-07-19,0.10088728
Canada,CAN,2021-07-20,0.1001031
Canada,CAN,2021-07-21,0.09859767
Canada,CAN,2021-07-22,0.097394355
Canada,CAN,2021-07-23,0.09552498
Canada,CAN,2021-07-24,0.094767295
Canada,CAN,2021-07-25,0.094535835
Canada,CAN,2021-07-26,0.094043836
Canada,CAN,2021-07-27,0.09415607
Canada,CAN,2021-07-28,0.09391872
Canada,CAN,2021-07-29,0.092908226
Canada,CAN,2021-07-30,0.09207952
Canada,CAN,2021-07-31,0.0903566
Canada,CAN,2021-08-01,0.08939616
Canada,CAN,2021-08-02,0.078637324
Canada,CAN,2021-08-03,0.079524174
Canada,CAN,2021-08-04,0.075723976
Canada,CAN,2021-08-05,0.07382884
Canada,CAN,2021-08-06,0.07147152
Canada,CAN,2021-08-07,0.07035284
Canada,CAN,2021-08-08,0.0689221
Canada,CAN,2021-08-09,0.076454796
Canada,CAN,2021-08-10,0.07181301
Canada,CAN,2021-08-11,0.0713843
Canada,CAN,2021-08-12,0.07062883
Canada,CAN,2021-08-13,0.07107078
Canada,CAN,2021-08-14,0.071239315
Canada,CAN,2021-08-15,0.071941435
Canada,CAN,2021-08-16,0.071958
Canada,CAN,2021-08-17,0.07281982
Canada,CAN,2021-08-18,0.073698945
Canada,CAN,2021-08-19,0.075431794
Canada,CAN,2021-08-20,0.076611556
Canada,CAN,2021-08-21,0.077403836
Canada,CAN,2021-08-22,0.07731883
Canada,CAN,2021-08-23,0.07620898
Canada,CAN,2021-08-24,0.07724707
Canada,CAN,2021-08-25,0.079070814
Canada,CAN,2021-08-26,0.080226295
Canada,CAN,2021-08-27,0.08132768
Canada,CAN,2021-08-28,0.08111241
Canada,CAN,2021-08-29,0.08148812
Canada,CAN,2021-08-30,0.0863404
Canada,CAN,2021-08-31,0.085494764
Canada,CAN,2021-09-01,0.08536118
Canada,CAN,2021-09-02,0.0847047
Canada,CAN,2021-09-03,0.08717499
Canada,CAN,2021-09-04,0.090239584
Canada,CAN,2021-09-05,0.0917108
Canada,CAN,2021-09-06,0.08121029
Canada,CAN,2021-09-07,0.085868634
Canada,CAN,2021-09-08,0.0863139
Canada,CAN,2021-09-09,0.08766257
Canada,CAN,2021-09-10,0.0860081
Canada,CAN,2021-09-11,0.08395694
Canada,CAN,2021-09-12,0.08275657
Canada,CAN,2021-09-13,0.09333509
Canada,CAN,2021-09-14,0.08987344
Canada,CAN,2021-09-15,0.09012403
Canada,CAN,2021-09-16,0.089477114
Canada,CAN,2021-09-17,0.09439158
Canada,CAN,2021-09-18,0.093637206
Canada,CAN,2021-09-19,0.09358532
Canada,CAN,2021-09-20,0.10233053
Canada,CAN,2021-09-21,0.10653662
Canada,CAN,2021-09-22,0.10968843
Canada,CAN,2021-09-23,0.112972714
Canada,CAN,2021-09-24,0.11121042
Canada,CAN,2021-09-25,0.11143563
Canada,CAN,2021-09-26,0.1131291
Canada,CAN,2021-09-27,0.10690387
Canada,CAN,2021-09-28,0.10247699
Canada,CAN,2021-09-29,0.10133918
Canada,CAN,2021-09-30,0.09691008
Canada,CAN,2021-10-01,0.0894462
Canada,CAN,2021-10-02,0.08717609
Canada,CAN,2021-10-03,0.0845012
Canada,CAN,2021-10-04,0.080254994
Canada,CAN,2021-10-05,0.07989253
Canada,CAN,2021-10-06,0.07632379
Canada,CAN,2021-10-07,0.07413574
Canada,CAN,2021-10-08,0.07536445
Canada,CAN,2021-10-09,0.07632343
Canada,CAN,2021-10-10,0.07642683
Canada,CAN,2021-10-11,0.0660783
Canada,CAN,2021-10-12,0.07064392
Canada,CAN,2021-10-13,0.06436974
Canada,CAN,2021-10-14,0.064466886
Canada,CAN,2021-10-15,0.06444297
Canada,CAN,2021-10-16,0.06230754
Canada,CAN,2021-10-17,0.061470002
Canada,CAN,2021-10-18,0.06729855
Canada,CAN,2021-10-19,0.058385905
Canada,CAN,2021-10-20,0.061024003
Canada,CAN,2021-10-21,0.059149478
Canada,CAN,2021-10-22,0.05613456
Canada,CAN,2021-10-23,0.055238143
Canada,CAN,2021-10-24,0.054177973
Canada,CAN,2021-10-25,0.052137118
Canada,CAN,2021-10-26,0.052039232
Canada,CAN,2021-10-27,0.050363053
Canada,CAN,2021-10-28,0.04908908
Canada,CAN,2021-10-29,0.048902147
Canada,CAN,2021-10-30,0.04779377
Canada,CAN,2021-10-31,0.046917222
Canada,CAN,2021-11-01,0.043921445
Canada,CAN,2021-11-02,0.039693274
Canada,CAN,2021-11-03,0.03937975
Canada,CAN,2021-11-04,0.037854444
Canada,CAN,2021-11-05,0.034406774
Canada,CAN,2021-11-06,0.032827742
Canada,CAN,2021-11-07,0.032181557
Canada,CAN,2021-11-08,0.034264363
Canada,CAN,2021-11-09,0.034790583
Canada,CAN,2021-11-10,0.037267502
Canada,CAN,2021-11-11,0.03415544
Canada,CAN,2021-11-12,0.035062894
Canada,CAN,2021-11-13,0.035742197
Canada,CAN,2021-11-14,0.035609722
Canada,CAN,2021-11-15,0.034651116
Canada,CAN,2021-11-16,0.035557467
Canada,CAN,2021-11-17,0.03359794
Canada,CAN,2021-11-18,0.036068603
Canada,CAN,2021-11-19,0.034165006
Canada,CAN,2021-11-20,0.0340892
Canada,CAN,2021-11-21,0.033801436
Canada,CAN,2021-11-22,0.033518087
Canada,CAN,2021-11-23,0.032361504
Canada,CAN,2021-11-24,0.025663406
Canada,CAN,2021-11-25,0.025657518
Canada,CAN,2021-11-26,0.033136483
Canada,CAN,2021-11-27,0.04770766
Canada,CAN,2021-11-28,0.06750131
Canada,CAN,2021-11-29,0.08733764
Canada,CAN,2021-11-30,0.10978484
Canada,CAN,2021-12-01,0.12928337
Canada,CAN,2021-12-02,0.14836274
Canada,CAN,2021-12-03,0.1619996
Canada,CAN,2021-12-04,0.16516134
Canada,CAN,2021-12-05,0.16594
Canada,CAN,2021-12-06,0.17256413
Canada,CAN,2021-12-07,0.16822667
Canada,CAN,2021-12-08,0.17016707
Canada,CAN,2021-12-09,0.1661987
Canada,CAN,2021-12-10,0.15643048
Canada,CAN,2021-12-11,0.1507359
Canada,CAN,2021-12-12,0.14412096
Canada,CAN,2021-12-13,0.1386615
Canada,CAN,2021-12-14,0.13072403
Canada,CAN,2021-12-15,0.12653486
Canada,CAN,2021-12-16,0.12213375
Canada,CAN,2021-12-17,0.12102095
Canada,CAN,2021-12-18,0.11646711
Canada,CAN,2021-12-19,0.111899294
Canada,CAN,2021-12-20,0.105041854
Canada,CAN,2021-12-21,0.107565515
Canada,CAN,2021-12-22,0.10272428
Canada,CAN,2021-12-23,0.09819619
Canada,CAN,2021-12-24,0.08843111
Canada,CAN,2021-12-25,0.082796685
Canada,CAN,2021-12-26,0.07091107
Canada,CAN,2021-12-27,0.05222396
Canada,CAN,2021-12-28,0.04141398
Canada,CAN,2021-12-29,0.04339191
Canada,CAN,2021-12-30,0.038455367
Canada,CAN,2021-12-31,0.040740747
Canada,CAN,2022-01-01,0.038516082
Canada,CAN,2022-01-02,0.03882041
Canada,CAN,2022-01-03,0.040692724
Canada,CAN,2022-01-04,0.048439953
Canada,CAN,2022-01-05,0.041795217
Canada,CAN,2022-01-06,0.04090947
Canada,CAN,2022-01-07,0.044118684
Canada,CAN,2022-01-08,0.047336362
Canada,CAN,2022-01-09,0.052973554
Canada,CAN,2022-01-10,0.06031526
Canada,CAN,2022-01-11,0.055514503
Canada,CAN,2022-01-12,0.056078624
Canada,CAN,2022-01-13,0.059522983
Canada,CAN,2022-01-14,0.059034664
Canada,CAN,2022-01-15,0.06001351
Canada,CAN,2022-01-16,0.060906246
Canada,CAN,2022-01-17,0.062423088
Canada,CAN,2022-01-18,0.058838896
Canada,CAN,2022-01-19,0.060315996
Canada,CAN,2022-01-20,0.052819
Canada,CAN,2022-01-21,0.047464788
Canada,CAN,2022-01-22,0.046116486
Canada,CAN,2022-01-23,0.04440093
Canada,CAN,2022-01-24,0.041882794
Canada,CAN,2022-01-25,0.046469383
Canada,CAN,2022-01-26,0.042276543
Canada,CAN,2022-01-27,0.04580664
Canada,CAN,2022-01-28,0.046873067
Canada,CAN,2022-01-29,0.045412157
Canada,CAN,2022-01-30,0.043860726
Canada,CAN,2022-01-31,0.04455843
Canada,CAN,2022-02-01,0.040496957
Canada,CAN,2022-02-02,0.037403293
Canada,CAN,2022-02-03,0.035228856
Canada,CAN,2022-02-04,0.033681102
Canada,CAN,2022-02-05,0.032505754
Canada,CAN,2022-02-06,0.031395536
Canada,CAN,2022-02-07,0.023903692
Canada,CAN,2022-02-08,0.024561653
Canada,CAN,2022-02-09,0.025291739
Canada,CAN,2022-02-10,0.025244636
Canada,CAN,2022-02-11,0.022029903
Canada,CAN,2022-02-12,0.021377463
Canada,CAN,2022-02-13,0.020638177
Canada,CAN,2022-02-14,0.020060806
Canada,CAN,2022-02-15,0.01772409
Canada,CAN,2022-02-16,0.017491521
Canada,CAN,2022-02-17,0.016283419
Canada,CAN,2022-02-18,0.017272936
Canada,CAN,2022-02-19,0.01627422
Canada,CAN,2022-02-20,0.015308254
Canada,CAN,2022-02-21,0.0140688745
Canada,CAN,2022-02-22,0.013750014
Canada,CAN,2022-02-23,0.013431153
Canada,CAN,2022-02-24,0.012619559
Canada,CAN,2022-02-25,0.012411093
Canada,CAN,2022-02-26,0.012058195
Canada,CAN,2022-02-27,0.011979077
Canada,CAN,2022-02-28,0.013141179
Canada,CAN,2022-03-01,0.011582388
Canada,CAN,2022-03-02,0.010023595
Canada,CAN,2022-03-03,0.009519453
Canada,CAN,2022-03-04,0.009015311
Canada,CAN,2022-03-05,0.0086988425
Canada,CAN,2022-03-06,0.008486145
Canada,CAN,2022-03-07,0.008092768
Canada,CAN,2022-03-08,0.0075685703
Canada,CAN,2022-03-09,0.0074789654
Canada,CAN,2022-03-10,0.0062836604
Canada,CAN,2022-03-11,0.0050883554
Canada,CAN,2022-03-12,0.004459198
Canada,CAN,2022-03-13,0.0040132985
Canada,CAN,2022-03-14,0.0028682237
Canada,CAN,2022-03-15,0.002357558
Canada,CAN,2022-03-16,0.0014123003
Canada,CAN,2022-03-17,0.0014123003
Canada,CAN,2022-03-18,0.0014123003
Canada,CAN,2022-03-19,0.0014123003
Canada,CAN,2022-03-20,0.0014123003
Canada,CAN,2022-03-21,0.0018283931
Canada,CAN,2022-03-22,0.002386161
Canada,CAN,2022-03-23,0.0032217586
Canada,CAN,2022-03-24,0.003732424
Canada,CAN,2022-03-25,0.004173172
Canada,CAN,2022-03-26,0.004524867
Canada,CAN,2022-03-27,0.0043915557
Canada,CAN,2022-03-28,0.003842151
Canada,CAN,2022-03-29,0.0031510717
Canada,CAN,2022-03-30,0.0021821621
Canada,CAN,2022-03-31,0.0046053557
Canada,CAN,2022-04-01,0.004686313
Canada,CAN,2022-04-02,0.0046774815
Canada,CAN,2022-04-03,0.005105082
Canada,CAN,2022-04-04,0.0052629486
Canada,CAN,2022-04-05,0.005641607
Canada,CAN,2022-04-06,0.006567462
Canada,CAN,2022-04-07,0.0040765586
Canada,CAN,2022-04-08,0.003843623
Canada,CAN,2022-04-09,0.0038668062
Canada,CAN,2022-04-10,0.0039385636
Canada,CAN,2022-04-11,0.00392642
Canada,CAN,2022-04-12,0.004039024
Canada,CAN,2022-04-13,0.004101582
Canada,CAN,2022-04-14,0.003983458
Canada,CAN,2022-04-15,0.004161196
Canada,CAN,2022-04-16,0.0038487748
Canada,CAN,2022-04-17,0.0037685537
Canada,CAN,2022-04-18,0.0036979003
Canada,CAN,2022-04-19,0.0037229233
Canada,CAN,2022-04-20,0.006531399
Canada,CAN,2022-04-21,0.019718578
Canada,CAN,2022-04-22,0.01963026
Canada,CAN,2022-04-23,0.02000708
Canada,CAN,2022-04-24,0.020106804
Canada,CAN,2022-04-25,0.020227872
Canada,CAN,2022-04-26,0.020452712
Canada,CAN,2022-04-27,0.017805045
Canada,CAN,2022-04-28,0.0063797887
Canada,CAN,2022-04-29,0.0064213714
Canada,CAN,2022-04-30,0.006315023
Canada,CAN,2022-05-01,0.0061876997
Canada,CAN,2022-05-02,0.0061056386
Canada,CAN,2022-05-03,0.0061888034
Canada,CAN,2022-05-04,0.0062484173
Canada,CAN,2022-05-05,0.0056018643
Canada,CAN,2022-05-06,0.0055985525
Canada,CAN,2022-05-07,0.0056198956
Canada,CAN,2022-05-08,0.005669206
Canada,CAN,2022-05-09,0.007356058
Canada,CAN,2022-05-10,0.013494815
Canada,CAN,2022-05-11,0.01246698
Canada,CAN,2022-05-12,0.011074469
Canada,CAN,2022-05-13,0.010705698
Canada,CAN,2022-05-14,0.010407949
Canada,CAN,2022-05-15,0.010148102
Canada,CAN,2022-05-16,0.008528176
Canada,CAN,2022-05-17,0.0017461298
Canada,CAN,2022-05-18,0.0017461298
Canada,CAN,2022-05-19,0.0017461298
Canada,CAN,2022-05-20,0.0017461298
Canada,CAN,2022-05-21,0.0017461298
Canada,CAN,2022-05-22,0.0017461298
Canada,CAN,2022-05-23,0.0017461298
Canada,CAN,2022-05-24,0.0017461298
Canada,CAN,2022-05-25,0.0017461298
Canada,CAN,2022-05-26,0.0017461298
Canada,CAN,2022-05-27,0.0017461298
Canada,CAN,2022-05-28,0.0017461298
Canada,CAN,2022-05-29,0.0017461298
Canada,CAN,2022-05-30,0.0017461298
Canada,CAN,2022-05-31,0.0017461298
Canada,CAN,2022-06-01,0.0017461298
Canada,CAN,2022-06-02,0.0017461298
Canada,CAN,2022-06-03,0.0019183956
Canada,CAN,2022-06-04,0.0021005971
Canada,CAN,2022-06-05,0.00342871
Canada,CAN,2022-06-06,0.003312842
Canada,CAN,2022-06-07,0.0034317498
Canada,CAN,2022-06-08,0.0069103776
Canada,CAN,2022-06-09,0.007847688
Canada,CAN,2022-06-10,0.007886695
Canada,CAN,2022-06-11,0.0078418
Canada,CAN,2022-06-12,0.006624132
Canada,CAN,2022-06-13,0.0066557787
Canada,CAN,2022-06-14,0.006646947
Canada,CAN,2022-06-15,0.0037383789
Canada,CAN,2022-06-16,0.0037074678
Canada,CAN,2022-06-17,0.0035514415
Canada,CAN,2022-06-18,0.0034881476
Canada,CAN,2022-06-19,0.003424486
Canada,CAN,2022-06-20,0.0033913672
Canada,CAN,2022-06-21,0.0033295453
Canada,CAN,2022-06-22,0.0031069133
Canada,CAN,2022-06-23,0.003817496
Canada,CAN,2022-06-24,0.0039757304
Canada,CAN,2022-06-25,0.0038829977
Canada,CAN,2022-06-26,0.003814552
Canada,CAN,2022-06-27,0.0037744415
Canada,CAN,2022-06-28,0.0037409547
Canada,CAN,2022-06-29,0.003419334
Canada,CAN,2022-06-30,0.0020408554
Canada,CAN,2022-07-01,0.0019727778
Canada,CAN,2022-07-02,0.0018115995
Canada,CAN,2022-07-03,0.0018090236
Canada,CAN,2022-07-04,0.0018060796
Canada,CAN,2022-07-05,0.0018285268
Canada,CAN,2022-07-06,0.0025744364
Canada,CAN,2022-07-07,0.0030447235
Canada,CAN,2022-07-08,0.0029023127
Canada,CAN,2022-07-09,0.0034815238
Canada,CAN,2022-07-10,0.003593392
Canada,CAN,2022-07-11,0.0036710373
Canada,CAN,2022-07-12,0.0037530982
Canada,CAN,2022-07-13,0.004214922
Canada,CAN,2022-07-14,0.0036850206
Canada,CAN,2022-07-15,0.004159724
Canada,CAN,2022-07-16,0.004071775
Canada,CAN,2022-07-17,0.0041946825
Canada,CAN,2022-07-18,0.004174075
Canada,CAN,2022-07-19,0.0042498806
Canada,CAN,2022-07-20,0.0027930664
Canada,CAN,2022-07-21,0.0023909027
Canada,CAN,2022-07-22,0.0016899338
Canada,CAN,2022-07-23,0.0011552948
Canada,CAN,2022-07-24,0.0007214843
Canada,CAN,2022-07-25,0.0006015666
Canada,CAN,2022-07-26,0.00018321146
Canada,CAN,2022-07-27,0.00018321146
Canada,CAN,2022-07-28,0.0014987186
Canada,CAN,2022-07-29,0.005672564
Canada,CAN,2022-07-30,0.009846409
Canada,CAN,2022-07-31,0.014020255
Canada,CAN,2022-08-01,0.0181941
Canada,CAN,2022-08-02,0.02022534
Canada,CAN,2022-08-03,0.021203773
Canada,CAN,2022-08-04,0.019888403
Canada,CAN,2022-08-05,0.015714696
Canada,CAN,2022-08-06,0.01221606
Canada,CAN,2022-08-07,0.008244746
Canada,CAN,2022-08-08,0.004273432
Canada,CAN,2022-08-09,0.0024447208
Canada,CAN,2022-08-10,0.0016688205
Canada,CAN,2022-08-11,0.0018712133
Canada,CAN,2022-08-12,0.002073606
Canada,CAN,2022-08-13,0.0027161113
Canada,CAN,2022-08-14,0.0037738895
Canada,CAN,2022-08-15,0.003874902
Canada,CAN,2022-08-16,0.0058265203
Canada,CAN,2022-08-17,0.009639417
Canada,CAN,2022-08-18,0.015436866
Canada,CAN,2022-08-19,0.020044247
Canada,CAN,2022-08-20,0.022115644
Canada,CAN,2022-08-21,0.022484368
Canada,CAN,2022-08-22,0.023132391
Canada,CAN,2022-08-23,0.024467817
Canada,CAN,2022-08-24,0.026352646
Canada,CAN,2022-08-25,0.024937183
Canada,CAN,2022-08-26,0.024711791
Canada,CAN,2022-08-27,0.021922084
Canada,CAN,2022-08-28,0.02076734
Canada,CAN,2022-08-29,0.025573617
Canada,CAN,2022-08-30,0.025134608
Canada,CAN,2022-08-31,0.024812251
Canada,CAN,2022-09-01,0.0282774
Canada,CAN,2022-09-02,0.027456973
Canada,CAN,2022-09-03,0.02747574
Canada,CAN,2022-09-04,0.027380064
Canada,CAN,2022-09-05,0.025849607
Canada,CAN,2022-09-06,0.02335539
Canada,CAN,2022-09-07,0.02258961
Canada,CAN,2022-09-08,0.019905515
Canada,CAN,2022-09-09,0.020048294
Canada,CAN,2022-09-10,0.019955194
Canada,CAN,2022-09-11,0.019943418
Canada,CAN,2022-09-12,0.02352393
Canada,CAN,2022-09-13,0.026627531
Canada,CAN,2022-09-14,0.02790923
Canada,CAN,2022-09-15,0.028914569
Canada,CAN,2022-09-16,0.031027183
Canada,CAN,2022-09-17,0.030873364
Canada,CAN,2022-09-18,0.030745305
Canada,CAN,2022-09-19,0.031278886
Canada,CAN,2022-09-20,0.031241352
Canada,CAN,2022-09-21,0.030912738
Canada,CAN,2022-09-22,0.030707033
Canada,CAN,2022-09-23,0.030053122
Canada,CAN,2022-09-24,0.030028097
Canada,CAN,2022-09-25,0.03000602
Canada,CAN,2022-09-26,0.030688634
Canada,CAN,2022-09-27,0.030365175
Canada,CAN,2022-09-28,0.0300752
Canada,CAN,2022-09-29,0.030326167
Canada,CAN,2022-09-30,0.030075936
Canada,CAN,2022-10-01,0.029941253
Canada,CAN,2022-10-02,0.029995715
Canada,CAN,2022-10-03,0.02944999
Canada,CAN,2022-10-04,0.028357806
Canada,CAN,2022-10-05,0.02695136
